"AGE","SEX","GEO","HLTH_PB","TIME","ISCED11","UNIT","Value","Flag and Footnotes"
"From 35 to 44 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 35 to 44 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.5",""
"From 35 to 44 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 35 to 44 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 35 to 44 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 35 to 44 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.7",""
"From 35 to 44 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 35 to 44 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.4",""
"From 35 to 44 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 35 to 44 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"From 35 to 44 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 35 to 44 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6","e"
"From 35 to 44 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 35 to 44 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 35 to 44 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 35 to 44 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 35 to 44 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 35 to 44 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 35 to 44 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.4",""
"From 35 to 44 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 35 to 44 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.7",""
"From 35 to 44 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"From 35 to 44 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.6",""
"From 35 to 44 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 35 to 44 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 35 to 44 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.3",""
"From 35 to 44 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.5",""
"From 35 to 44 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.8",""
"From 35 to 44 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"From 35 to 44 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.9",""
"From 35 to 44 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.5",""
"From 35 to 44 years","Males","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 35 to 44 years","Males","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 35 to 44 years","Males","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.3",""
"From 35 to 44 years","Males","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 35 to 44 years","Males","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 35 to 44 years","Females","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4","e"
"From 35 to 44 years","Females","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.7",""
"From 35 to 44 years","Females","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 35 to 44 years","Females","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.7",""
"From 35 to 44 years","Females","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.4",""
"From 35 to 44 years","Females","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 35 to 44 years","Females","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 35 to 44 years","Females","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 35 to 44 years","Females","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.8",""
"From 35 to 44 years","Females","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 35 to 44 years","Females","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.7",""
"From 35 to 44 years","Females","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 35 to 44 years","Females","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.4",""
"From 35 to 44 years","Females","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 35 to 44 years","Females","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.2",""
"From 35 to 44 years","Females","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.8",""
"From 35 to 44 years","Females","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 35 to 44 years","Females","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.2",""
"From 35 to 44 years","Females","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 35 to 44 years","Females","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 35 to 44 years","Females","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.6",""
"From 35 to 44 years","Females","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","1.8",""
"From 35 to 44 years","Females","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 35 to 44 years","Females","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.5",""
"From 35 to 44 years","Females","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.0",""
"From 35 to 44 years","Females","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.1",""
"From 35 to 44 years","Females","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"From 35 to 44 years","Females","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"From 35 to 44 years","Females","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.6",""
"From 35 to 44 years","Females","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.1",""
"From 45 to 54 years","Total","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7","e"
"From 45 to 54 years","Total","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 45 to 54 years","Total","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.0",""
"From 45 to 54 years","Total","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.4",""
"From 45 to 54 years","Total","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.9",""
"From 45 to 54 years","Total","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.2",""
"From 45 to 54 years","Total","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 45 to 54 years","Total","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 45 to 54 years","Total","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.9",""
"From 45 to 54 years","Total","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 45 to 54 years","Total","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.0",""
"From 45 to 54 years","Total","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 45 to 54 years","Total","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.4",""
"From 45 to 54 years","Total","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.3",""
"From 45 to 54 years","Total","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 45 to 54 years","Total","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.8",""
"From 45 to 54 years","Total","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.5",""
"From 45 to 54 years","Total","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.1",""
"From 45 to 54 years","Total","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 45 to 54 years","Total","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 45 to 54 years","Total","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","10.8",""
"From 45 to 54 years","Total","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 45 to 54 years","Total","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.6",""
"From 45 to 54 years","Total","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.1",""
"From 45 to 54 years","Total","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.8",""
"From 45 to 54 years","Total","Sweden","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.2",""
"From 45 to 54 years","Total","United Kingdom","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","9.9",""
"From 45 to 54 years","Total","Iceland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.0",""
"From 45 to 54 years","Total","Norway","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7",""
"From 45 to 54 years","Total","Turkey","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","7.2",""
"From 45 to 54 years","Males","European Union (current composition)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.7","e"
"From 45 to 54 years","Males","Bulgaria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 45 to 54 years","Males","Czechia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 45 to 54 years","Males","Denmark","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.1",""
"From 45 to 54 years","Males","Germany (until 1990 former territory of the FRG)","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.8",""
"From 45 to 54 years","Males","Estonia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.5",""
"From 45 to 54 years","Males","Ireland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.2",""
"From 45 to 54 years","Males","Greece","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.1",""
"From 45 to 54 years","Males","Spain","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.6",""
"From 45 to 54 years","Males","France","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 45 to 54 years","Males","Croatia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.1",""
"From 45 to 54 years","Males","Italy","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.6",""
"From 45 to 54 years","Males","Cyprus","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 45 to 54 years","Males","Latvia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 45 to 54 years","Males","Lithuania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.5",""
"From 45 to 54 years","Males","Luxembourg","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.2",""
"From 45 to 54 years","Males","Hungary","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","8.6",""
"From 45 to 54 years","Males","Malta","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.8",""
"From 45 to 54 years","Males","Austria","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","4.5",""
"From 45 to 54 years","Males","Poland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.3",""
"From 45 to 54 years","Males","Portugal","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","6.7",""
"From 45 to 54 years","Males","Romania","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","2.9",""
"From 45 to 54 years","Males","Slovenia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.6",""
"From 45 to 54 years","Males","Slovakia","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","3.8",""
"From 45 to 54 years","Males","Finland","Depressive symptoms","2014","All ISCED 2011 levels ","Percentage","5.2",""
